gene	Chimpanzee.gene.stable.ID	HGNC.symbol	Chimp.Mean.Adjusted.Dispersion	Human.Mean.Adjusted.Dispersion	P	q.value	DiffDisp	DifferentialDispersion	Pn.chimp	Ps.chimp	Pn.human	Ps.human	PnPs.chimp	PnPs.human
ENSG00000092529	ENSPTRG00000034200	CAPN3	1.48701861578184	1.0774666369261101	0.2138	0.261302527755545	0.4095519788557298	Not signficant	2	2	1	0	1	3
ENSG00000103994	ENSPTRG00000006974	ZNF106	-0.0982944973351398	0.53174459869448	0.0133	0.05713162005286352	-0.6300390960296198	More dispersed in human	3	2	1	1	1.4	1
ENSG00000159433	ENSPTRG00000006980	STARD9	0.383183968674254	0.934876887588105	0.0337	0.09785110428641838	-0.5516929189138511	More dispersed in human	11	9	4	2	1.2105263157894737	1.8
ENSG00000128881	ENSPTRG00000006982	TTBK2	-0.963931023238332	-0.383328536689752	0.1203	0.19397114364091594	-0.58060248654858	Not signficant	2	1	1	0	1.6666666666666667	3
ENSG00000140265	ENSPTRG00000006992	ZSCAN29	-0.669149448082248	-0.753940141506578	0.7324	0.47564547508840777	0.08479069342432999	Not signficant	0	2	2	1	0.2	1.6666666666666667
ENSG00000067369	ENSPTRG00000006994	TP53BP1	-0.645074436332273	0.147405060967043	0.0208	0.07409404309808378	-0.792479497299316	More dispersed in human	4	2	3	2	1.8	1.4
ENSG00000166963	ENSPTRG00000006995	MAP1A	0.787271856713096	0.980759395609821	0.4765	0.3890060715552613	-0.193487538896725	Not signficant	0	1	3	3	0.3333333333333333	1
ENSG00000140259	ENSPTRG00000007006	MFAP1	-1.50634057064813	-1.59577359881109	0.8241	0.49987718951915183	0.08943302816295984	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000092470	ENSPTRG00000007007	WDR76	-1.03249783775729	-0.00579889793643606	0.0099	0.04908019363529462	-1.026698939820854	More dispersed in human	1	0	1	0	3	3
ENSG00000104133	ENSPTRG00000007016	SPG11	-1.30581666698583	-0.620882934108761	0.0373	0.10341103406443433	-0.6849337328770689	Not signficant	5	5	1	0	1	3
ENSG00000185880	ENSPTRG00000007022	TRIM69	-0.621247703056702	-0.146567119217041	0.2182	0.2645548348175253	-0.47468058383966094	Not signficant	1	1	3	0	1	7
ENSG00000140279	ENSPTRG00000007026	DUOX2	0.608564452586807	0.427884526860915	0.6832	0.4607585790820639	0.18067992572589203	Not signficant	0	3	3	0	0.14285714285714285	7
ENSG00000137857	ENSPTRG00000007029	DUOX1	0.630942661659589	0.375376229906301	0.4123	0.3632765898631646	0.255566431753288	Not signficant	6	5	2	1	1.1818181818181819	1.6666666666666667
ENSG00000171766	ENSPTRG00000007033	GATM	0.664360828021996	1.02970733000973	0.2017	0.2534277176069006	-0.3653465019877339	Not signficant	0	2	1	1	0.2	1
ENSG00000171763	ENSPTRG00000007034	SPATA5L1	-0.770145361825491	-1.04273744338437	0.3539	0.3369889377153042	0.27259208155887893	Not signficant	2	3	1	1	0.7142857142857143	1
ENSG00000104154	ENSPTRG00000007036	SLC30A4	-1.04747604495897	-1.69519858266602	0.012	0.054462681676771915	0.6477225377070501	More dispersed in chimp	1	0	0	1	3	0.3333333333333333
ENSG00000137767	ENSPTRG00000007039	SQOR	-0.343631175539364	-0.40768983394959	0.8228	0.49962815444446423	0.06405865841022601	Not signficant	1	4	0	1	0.3333333333333333	0.3333333333333333
ENSG00000137872	ENSPTRG00000007040	SEMA6D	-0.867359027908392	-0.00869121269507689	0.0184	0.06958399657560153	-0.8586678152133151	More dispersed in human	1	5	1	3	0.2727272727272727	0.42857142857142855
ENSG00000166147	ENSPTRG00000007046	FBN1	1.04129312791145	1.45081675849611	0.231	0.2726060528838196	-0.4095236305846601	Not signficant	0	7	0	1	0.06666666666666667	0.3333333333333333
ENSG00000185634	ENSPTRG00000007048	SHC4	-0.882511271851015	-0.138429340156206	0.0629	0.1372772367017221	-0.744081931694809	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000138593	ENSPTRG00000007050	SECISBP2L	-0.911364364981099	-0.919740664321334	0.9812	0.5408960661995734	0.008376299340234983	Not signficant	1	0	2	1	3	1.6666666666666667
ENSG00000156958	ENSPTRG00000007052	GALK2	-0.938223057548555	-0.629324817024755	0.3151	0.31817335353438986	-0.3088982405238	Not signficant	0	1	0	2	0.3333333333333333	0.2
ENSG00000104043	ENSPTRG00000007061	ATP8B4	-0.932972686346201	-0.137518987223983	0.0324	0.09590686177884078	-0.795453699122218	More dispersed in human	2	1	2	0	1.6666666666666667	5
ENSG00000138592	ENSPTRG00000007065	USP8	-1.10642071094709	-0.71216307037631	0.3329	0.3266614979047699	-0.39425764057078005	Not signficant	2	1	1	0	1.6666666666666667	3
ENSG00000092439	ENSPTRG00000007068	TRPM7	0.331680336828488	-0.162331104601284	0.1186	0.19271940256278788	0.49401144142977205	Not signficant	1	2	1	2	0.6	0.6
ENSG00000081014	ENSPTRG00000007072	AP4E1	-1.55300588236938	-1.28595844515786	0.4561	0.3815145459642359	-0.2670474372115199	Not signficant	0	1	1	1	0.3333333333333333	1
ENSG00000186417	ENSPTRG00000007075	GLDN	-0.41386150683894	0.269344664911365	0.0276	0.08740244843071544	-0.6832061717503051	More dispersed in human	1	2	2	0	0.6	5
ENSG00000104093	ENSPTRG00000007076	DMXL2	-1.48360332455774	-0.43470420451449	0.0048	0.03146515433318707	-1.04889912004325	More dispersed in human	1	8	2	4	0.17647058823529413	0.5555555555555556
ENSG00000128833	ENSPTRG00000007085	MYO5C	-1.00021847497261	-0.587850126651345	0.449	0.37844408099846855	-0.412368348321265	Not signficant	10	2	1	2	4.2	0.6
ENSG00000197535	ENSPTRG00000023562	MYO5A	-1.07507692836153	-0.63785841128957	0.2662	0.29276138394241846	-0.43721851707196	Not signficant	5	3	1	1	1.5714285714285714	1
ENSG00000047346	ENSPTRG00000007089	FAM214A	0.11866548528266	-0.141281365145982	0.4977	0.3975142856363864	0.25994685042864196	Not signficant	2	1	2	3	1.6666666666666667	0.7142857142857143
ENSG00000069943	ENSPTRG00000007096	PIGB	-1.04476753469182	-0.94604051922282	0.8039	0.49445996298571543	-0.09872701546899998	Not signficant	3	0	1	0	7	3
ENSG00000260916	ENSPTRG00000034458	CCPG1	-0.932151275616696	-0.159538840137626	0.0249	0.08235198992173753	-0.77261243547907	More dispersed in human	0	3	0	2	0.14285714285714285	0.2
ENSG00000069869	ENSPTRG00000007102	NEDD4	-0.115634433159987	-0.737494349553386	0.0591	0.13291653525663247	0.621859916393399	Not signficant	2	2	3	3	1	1
ENSG00000181827	ENSPTRG00000007104	RFX7	-1.18080363545279	-1.3782252556603	0.616	0.43933619956247694	0.19742162020751008	Not signficant	3	1	0	3	2.3333333333333335	0.14285714285714285
ENSG00000137871	ENSPTRG00000007107	ZNF280D	-0.0937847570669865	-0.715816972117482	0.4628	0.38387261935612743	0.6220322150504954	Not signficant	3	0	0	1	7	0.3333333333333333
ENSG00000128849	ENSPTRG00000007110	CGNL1	0.530745086089859	1.08051945648661	0.0578	0.13153215665513981	-0.549774370396751	Not signficant	3	3	3	0	1	7
ENSG00000263155	ENSPTRG00000007112	MYZAP	0.457805527123566	0.65093062497685	0.4977	0.3975142856363864	-0.19312509785328397	Not signficant	1	1	0	1	1	0.3333333333333333
ENSG00000128918	ENSPTRG00000007113	ALDH1A2	1.49593459303725	0.601195521354315	0.0598	0.1337084404498871	0.8947390716829351	Not signficant	1	0	2	0	3	5
ENSG00000157450	ENSPTRG00000007122	RNF111	-1.33259283878659	-1.27034743000444	0.8525	0.5079482344177133	-0.062245408782150013	Not signficant	1	1	1	2	1	0.6
ENSG00000157483	ENSPTRG00000007124	MYO1E	-0.147001575825507	0.102507224058811	0.4219	0.3667786596000296	-0.249508799884318	Not signficant	0	4	0	2	0.1111111111111111	0.2
ENSG00000140299	ENSPTRG00000007130	BNIP2	0.307746651224212	0.00194116084966245	0.2222	0.2672745711928727	0.30580549037454957	Not signficant	1	0	2	1	3	1.6666666666666667
ENSG00000182718	ENSPTRG00000007132	ANXA2	0.498839044702285	1.01499193673827	0.1477	0.21606266988193898	-0.516152892035985	Not signficant	1	2	2	1	0.6	1.6666666666666667
ENSG00000128915	ENSPTRG00000007133	ICE2	-0.627749647967758	-1.06222149487968	0.2237	0.26823936429625134	0.434471846911922	Not signficant	1	1	0	1	1	0.3333333333333333
ENSG00000129003	ENSPTRG00000007135	VPS13C	-1.44695783649741	-0.876818268608891	0.1228	0.19566913687616033	-0.570139567888519	Not signficant	7	7	2	0	1	5
ENSG00000205502	ENSPTRG00000049027	C2CD4B	1.33923307327442	1.44253578969825	0.7749	0.4867730425692536	-0.10330271642383004	Not signficant	1	0	2	0	3	5
ENSG00000171914	ENSPTRG00000007140	TLN2	-0.149852371270599	0.459062089727564	0.0157	0.06278742883540701	-0.608914460998163	More dispersed in human	1	9	1	6	0.15789473684210525	0.23076923076923078
ENSG00000103642	ENSPTRG00000007143	LACTB	-0.180261424090898	-0.333441353999413	0.6536	0.4513844119932258	0.153179929908515	Not signficant	1	0	2	0	3	5
ENSG00000103657	ENSPTRG00000007151	HERC1	-0.740424703474931	0.0227390960938001	0.0058	0.03547296468062332	-0.763163799568731	More dispersed in human	3	7	3	4	0.4666666666666667	0.7777777777777778
ENSG00000035664	ENSPTRG00000007152	DAPK2	1.38232651424841	0.691890913704837	0.0957	0.17196183001303145	0.690435600543573	Not signficant	1	1	2	0	1	5
ENSG00000028528	ENSPTRG00000007154	SNX1	-1.12324909777596	-0.709710049017833	0.3964	0.355399143542315	-0.41353904875812697	Not signficant	1	0	0	1	3	0.3333333333333333
ENSG00000169118	ENSPTRG00000007157	CSNK1G1	-0.802944595925773	-1.26968939743677	0.1605	0.22526568002878347	0.46674480151099695	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000103671	ENSPTRG00000007160	TRIP4	-0.563955904932652	-0.906630280619671	0.2543	0.2849770888387838	0.342674375687019	Not signficant	2	2	0	1	1	0.3333333333333333
ENSG00000180357	ENSPTRG00000007163	ZNF609	-0.841489747875109	-0.761494800258123	0.8067	0.49528815580419333	-0.079994947616986	Not signficant	0	4	0	1	0.1111111111111111	0.3333333333333333
ENSG00000140451	ENSPTRG00000007166	PIF1	1.09429945296291	0.0428603381985788	0.0697	0.14534177376759572	1.0514391147643312	Not signficant	0	1	1	0	0.3333333333333333	3
ENSG00000241839	ENSPTRG00000007168	PLEKHO2	1.35927504886408	0.814506166942716	0.0974	0.1731932486975551	0.5447688819213639	Not signficant	1	1	1	1	1	1
ENSG00000166839	ENSPTRG00000007169	ANKDD1A	0.518574643282393	-0.0838375826167925	0.1732	0.23470023465183373	0.6024122258991855	Not signficant	3	0	1	1	7	1
ENSG00000103710	ENSPTRG00000007173	RASL12	0.73598520381095	-0.0271961336368896	0.2088	0.2579546462243128	0.7631813374478396	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000138615	ENSPTRG00000007177	CILP	2.42566925469125	2.47433569311875	0.8761	0.5138757795581324	-0.04866643842749996	Not signficant	3	5	2	0	0.6363636363636364	5
ENSG00000138617	ENSPTRG00000007178	PARP16	-0.501647249996967	-0.34130051183493	0.6415	0.4474713978229339	-0.16034673816203698	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000103742	ENSPTRG00000007180	IGDCC4	0.237967072958701	0.393856027909617	0.6694	0.4564256649168975	-0.15588895495091598	Not signficant	2	6	3	3	0.38461538461538464	1
ENSG00000074696	ENSPTRG00000007183	HACD3	-0.363010801375273	0.050826413845249	0.2291	0.27185756146120205	-0.41383721522052197	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000138614	ENSPTRG00000007184	INTS14	-0.535828025004508	-1.48230141345502	0.0037	0.02659388802709369	0.9464733884505121	More dispersed in chimp	1	0	0	1	3	0.3333333333333333
ENSG00000074621	ENSPTRG00000007185	SLC24A1	-0.519884815412294	-0.896158158499009	0.3631	0.3408602020866964	0.376273343086715	Not signficant	5	1	1	0	3.6666666666666665	3
ENSG00000174485	ENSPTRG00000007186	DENND4A	-0.691604445106803	-0.776957257880361	0.8446	0.5054222529233158	0.085352812773558	Not signficant	2	1	0	1	1.6666666666666667	0.3333333333333333
ENSG00000166938	ENSPTRG00000007191	DIS3L	0.0906793330981412	0.589829376571924	0.0505	0.1219504510666133	-0.49915004347378283	Not signficant	1	2	1	1	0.6	1
ENSG00000174442	ENSPTRG00000007196	ZWILCH	-1.2673559155597	-0.0450458942311305	0.0061	0.036693147610471495	-1.2223100213285696	More dispersed in human	1	2	1	0	0.6	3
ENSG00000103591	ENSPTRG00000007202	AAGAB	-0.691735451902709	-0.569232312411225	0.7208	0.47227052778208534	-0.12250313949148406	Not signficant	0	1	1	0	0.3333333333333333	3
ENSG00000189227	ENSPTRG00000030250	C15orf61	-1.69311258840038	0.297436091647314	1e-4	0.002745315000561592	-1.990548680047694	More dispersed in human	1	0	1	0	3	3
ENSG00000137809	ENSPTRG00000007215	ITGA11	0.063754598800112	0.736336606726078	0.041	0.1090208164734459	-0.672582007925966	Not signficant	4	5	2	6	0.8181818181818182	0.38461538461538464
ENSG00000258484	ENSPTRG00000007221	SPESP1	0.15821881225238	1.0684376817361	0.0091	0.04693015176807478	-0.9102188694837201	More dispersed in human	0	1	1	0	0.3333333333333333	3
ENSG00000137831	ENSPTRG00000007232	UACA	0.774250012316999	-0.0325615908989412	0.1167	0.19116334075915892	0.8068116032159401	Not signficant	4	4	0	2	1	0.2
ENSG00000166173	ENSPTRG00000007234	LARP6	-0.0164195982270781	0.214312508844025	0.6161	0.4393646094834327	-0.2307321070711031	Not signficant	0	1	0	2	0.3333333333333333	0.2
ENSG00000137821	ENSPTRG00000007236	LRRC49	-1.50184439031309	0.762423160497747	1e-4	0.002745315000561592	-2.264267550810837	More dispersed in human	2	1	1	0	1.6666666666666667	3
ENSG00000129028	ENSPTRG00000007235	THAP10	-0.40607876981303	-0.0721766256598273	0.2508	0.2832910294964662	-0.3339021441532027	Not signficant	0	1	0	2	0.3333333333333333	0.2
ENSG00000187720	ENSPTRG00000007240	THSD4	0.930564691506136	0.779226280075968	0.5965	0.43338611662929777	0.15133841143016802	Not signficant	1	4	0	4	0.3333333333333333	0.1111111111111111
ENSG00000066933	ENSPTRG00000007243	MYO9A	-1.78301364874833	-0.698694649889705	0.0063	0.037433676793662454	-1.0843189988586248	More dispersed in human	6	6	0	1	1	0.3333333333333333
ENSG00000140463	ENSPTRG00000007255	BBS4	-0.311712700176694	-0.379026087959606	0.8059	0.49504671053279614	0.06731338778291202	Not signficant	1	1	1	0	1	3
ENSG00000067141	ENSPTRG00000007257	NEO1	-0.566513204978281	-0.307033818314004	0.3819	0.34882291739593435	-0.25947938666427695	Not signficant	1	2	0	2	0.6	0.2
ENSG00000103855	ENSPTRG00000007261	CD276	-0.40985884647508	0.731407521326614	0.0093	0.04742570005858425	-1.1412663678016939	More dispersed in human	3	3	4	3	1	1.2857142857142858
ENSG00000205363	ENSPTRG00000045297	INSYN1	0.211479082870028	0.416282109972455	0.4761	0.3888534050890521	-0.204803027102427	Not signficant	1	0	0	1	3	0.3333333333333333
ENSG00000129038	ENSPTRG00000007264	LOXL1	1.58255168661307	1.64496522786206	0.8675	0.5120923144174828	-0.0624135412489899	Not signficant	0	1	2	0	0.3333333333333333	5
ENSG00000067221	ENSPTRG00000007265	STOML1	-0.283373619480722	0.0177333333808756	0.4614	0.3831901498634431	-0.3011069528615976	Not signficant	1	0	0	1	3	0.3333333333333333
ENSG00000129009	ENSPTRG00000007270	ISLR	1.56704694748636	1.32283316651607	0.526	0.4078503860889528	0.24421378097029	Not signficant	0	2	0	2	0.2	0.2
ENSG00000138623	ENSPTRG00000007275	SEMA7A	0.194021871601658	0.410471405740436	0.6061	0.43640980300684407	-0.216449534138778	Not signficant	1	0	0	2	3	0.2
ENSG00000140474	ENSPTRG00000007285		1.38061090774413	-0.817638293982844	0.0069	0.0393652433752402	2.198249201726974	More dispersed in chimp	0	1	1	2	0.3333333333333333	0.6
ENSG00000140400	ENSPTRG00000007299	MAN2C1	1.44435765474523	0.846201338469381	0.0135	0.05765161501179343	0.598156316275849	More dispersed in chimp	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000173546	ENSPTRG00000007305	CSPG4	0.558933543847114	0.498544242043152	0.8326	0.5020306379971733	0.060389301803962014	Not signficant	7	4	2	6	1.6666666666666667	0.38461538461538464
ENSG00000169758	ENSPTRG00000007313	TMEM266	-0.104488808087328	-1.34589118881837	0.0049	0.03172201747989343	1.241402380731042	More dispersed in chimp	0	2	2	0	0.2	5
ENSG00000140374	ENSPTRG00000007314	ETFA	0.274320273960789	-0.160506524129636	0.2093	0.25848489477129366	0.434826798090425	Not signficant	2	2	0	1	1	0.3333333333333333
ENSG00000140386	ENSPTRG00000007316	SCAPER	-0.406109497108631	0.111168704770464	0.0444	0.1142066512244897	-0.517278201879095	Not signficant	1	2	2	0	0.6	5
ENSG00000173517	ENSPTRG00000007323	PEAK1	-1.0197516610838	0.558477418985097	1e-4	0.002745315000561592	-1.578229080068897	More dispersed in human	2	5	2	1	0.45454545454545453	1.6666666666666667
ENSG00000169783	ENSPTRG00000030235	LINGO1	0.972102428571032	0.00291472021620032	0.276	0.298058366837978	0.9691877083548317	Not signficant	0	1	0	4	0.3333333333333333	0.1111111111111111
ENSG00000167202	ENSPTRG00000007333	TBC1D2B	-0.427679565385226	6.13379739083708e-4	0.2102	0.25893951870681575	-0.4282929451243097	Not signficant	1	0	2	1	3	1.6666666666666667
ENSG00000166411	ENSPTRG00000007336	IDH3A	0.858977909561195	0.945789525576367	0.7211	0.4723168069573238	-0.08681161601517196	Not signficant	0	3	0	1	0.14285714285714285	0.3333333333333333
ENSG00000140403	ENSPTRG00000007338	DNAJA4	1.34840406729438	1.46152858139496	0.7586	0.4825742971747558	-0.11312451410057989	Not signficant	1	0	0	2	3	0.2
ENSG00000136381	ENSPTRG00000007342	IREB2	-1.2693107923237	-1.03033446814953	0.4453	0.37684785346334504	-0.23897632417417003	Not signficant	1	0	1	1	3	1
ENSG00000169684	ENSPTRG00000007346	CHRNA5	1.0817385260006	0.147500457089764	0.5258	0.40778190618154825	0.934238068910836	Not signficant	2	0	1	0	5	3
ENSG00000080644	ENSPTRG00000007347	CHRNA3	1.52605771925158	0.573445350408997	0.378	0.34726318457487343	0.952612368842583	Not signficant	0	6	0	3	0.07692307692307693	0.14285714285714285
ENSG00000136378	ENSPTRG00000007350	ADAMTS7	1.32610764160667	1.11085260477797	0.5247	0.40739575748952533	0.21525503682869984	Not signficant	1	0	6	6	3	1
ENSG00000185787	ENSPTRG00000049147	MORF4L1	-1.76002889886345	-0.532556307904723	1e-4	0.002745315000561592	-1.227472590958727	More dispersed in human	1	0	0	1	3	0.3333333333333333
ENSG00000185787	ENSPTRG00000045495	MORF4L1	-1.76002889886345	-0.532556307904723	1e-4	0.002745315000561592	-1.227472590958727	More dispersed in human	1	1	0	1	1	0.3333333333333333
ENSG00000103811	ENSPTRG00000007352	CTSH	-0.120955964161877	0.116830108664542	0.4496	0.3785565594963251	-0.237786072826419	Not signficant	1	1	1	1	1	1
ENSG00000103888	ENSPTRG00000007365	CEMIP	0.584618171597629	0.250190489280675	0.5597	0.42135237242385576	0.33442768231695397	Not signficant	2	4	0	1	0.5555555555555556	0.3333333333333333
ENSG00000172349	ENSPTRG00000007369	IL16	0.355801748249391	-0.417176574220425	0.0251	0.08252755575303701	0.7729783224698159	More dispersed in chimp	3	2	1	3	1.4	0.42857142857142855
ENSG00000140598	ENSPTRG00000007374	EFL1	-0.799732859793217	-0.300313422064745	0.3961	0.35530466315952686	-0.49941943772847197	Not signficant	4	3	1	2	1.2857142857142858	0.6
ENSG00000140598	ENSPTRG00000050545	EFL1	-0.799732859793217	-0.300313422064745	0.3961	0.35530466315952686	-0.49941943772847197	Not signficant	1	1	1	2	1	0.6
ENSG00000182774	ENSPTRG00000023171	RPS17	0.127928618116407	0.599217198647199	0.044	0.11365817745515695	-0.47128858053079203	Not signficant	1	0	1	0	3	3
ENSG00000186628	ENSPTRG00000007383	FSD2	1.41632914461298	1.55601098892673	0.5626	0.42228469764420096	-0.13968184431374997	Not signficant	2	0	2	1	5	1.6666666666666667
ENSG00000156232	ENSPTRG00000007384	WHAMM	-0.231059625120968	-0.0313896457836043	0.4728	0.38797039508104947	-0.1996699793373637	Not signficant	3	1	2	1	2.3333333333333335	1.6666666666666667
ENSG00000156218	ENSPTRG00000007394	ADAMTSL3	0.280800952399828	0.384973855343892	0.8223	0.49950987026437066	-0.104172902944064	Not signficant	1	6	6	4	0.23076923076923078	1.4444444444444444
ENSG00000176371	ENSPTRG00000007400	ZSCAN2	-2.03695085027219	-1.62410369900305	0.4175	0.3652581255389572	-0.41284715126914007	Not signficant	3	2	2	0	1.4	5
ENSG00000177082	ENSPTRG00000007402	WDR73	-0.0288881373195664	-0.0192017776240405	0.9741	0.5385676991100199	-0.0096863596955259	Not signficant	0	1	2	2	0.3333333333333333	1
ENSG00000197696	ENSPTRG00000007403	NMB	1.16765318926016	1.04232172623577	0.7015	0.46616892691763806	0.12533146302439002	Not signficant	1	0	1	0	3	3
ENSG00000166716	ENSPTRG00000007405	ZNF592	-1.2807970408087	-1.13832027464341	0.6116	0.4379088322927374	-0.14247676616528993	Not signficant	1	0	1	1	3	1
ENSG00000136383	ENSPTRG00000007406	ALPK3	0.313211149647006	0.237496111834336	0.8026	0.4942669016477443	0.07571503781267003	Not signficant	2	1	4	3	1.6666666666666667	1.2857142857142858
ENSG00000170776	ENSPTRG00000007414	AKAP13	-0.50765080465432	0.0702202346043763	0.0686	0.14391097387028928	-0.5778710392586963	Not signficant	6	6	12	7	1	1.6666666666666667
ENSG00000183655	ENSPTRG00000007415	KLHL25	1.66184254479706	0.221740771857162	0.1772	0.23773832741956777	1.440101772939898	Not signficant	0	2	1	3	0.2	0.42857142857142855
ENSG00000140538	ENSPTRG00000007418	NTRK3	0.292148342820446	-0.0395839090417349	0.2061	0.2560049432723047	0.3317322518621809	Not signficant	1	2	0	3	0.6	0.14285714285714285
ENSG00000181026	ENSPTRG00000007422	AEN	0.778969139717733	0.665299535824929	0.7772	0.4873374941646066	0.113669603892804	Not signficant	0	1	1	2	0.3333333333333333	0.6
ENSG00000172183	ENSPTRG00000044668	ISG20	1.38296524580889	0.494525983746255	0.0128	0.055971547987497657	0.8884392620626349	More dispersed in chimp	0	1	1	1	0.3333333333333333	1
ENSG00000140511	ENSPTRG00000007425	HAPLN3	1.77824485013899	1.06160421018701	0.0182	0.06914994266763153	0.71664063995198	More dispersed in chimp	0	2	2	4	0.2	0.5555555555555556
ENSG00000140545	ENSPTRG00000007426	MFGE8	0.0690373367498522	-0.491319989191552	0.0857	0.16263708372089955	0.5603573259414042	Not signficant	0	2	2	1	0.2	1.6666666666666667
ENSG00000140525	ENSPTRG00000007430	FANCI	-1.2303037643309	0.0689763570618558	7e-4	0.008874612033065424	-1.2992801213927558	More dispersed in human	1	0	2	1	3	1.6666666666666667
ENSG00000140519	ENSPTRG00000007432	RHCG	1.00706747765533	1.40876135037152	0.3738	0.3457928385581955	-0.40169387271619006	Not signficant	0	1	1	0	0.3333333333333333	3
ENSG00000166813	ENSPTRG00000007434	KIF7	0.0438074681416651	-0.157830237836795	0.5182	0.4053752578665295	0.2016377059784601	Not signficant	1	2	3	1	0.6	2.3333333333333335
ENSG00000166819	ENSPTRG00000007436	PLIN1	2.74886498247565	1.64614984020786	0.2439	0.27976436614295735	1.1027151422677899	Not signficant	1	1	0	2	1	0.2
ENSG00000140548	ENSPTRG00000007445	ZNF710	1.13283902765223	1.03458933626558	0.5744	0.42636488825147983	0.09824969138664996	Not signficant	1	0	0	3	3	0.14285714285714285
ENSG00000185033	ENSPTRG00000007448	SEMA4B	0.246735104540305	0.832222084861207	0.1223	0.19541553107626702	-0.585486980320902	Not signficant	0	2	2	5	0.2	0.45454545454545453
ENSG00000185043	ENSPTRG00000007449	CIB1	-0.66609846485583	-0.284992893865982	0.2077	0.25720487063596226	-0.38110557098984804	Not signficant	1	0	0	1	3	0.3333333333333333
ENSG00000140575	ENSPTRG00000007455	IQGAP1	0.599173419648751	-0.0641612502087407	0.0756	0.15129401626553407	0.6633346698574918	Not signficant	1	2	0	1	0.6	0.3333333333333333
ENSG00000140577	ENSPTRG00000007457	CRTC3	-1.1317573781475	-0.507205268854911	0.0693	0.14492149959150136	-0.6245521092925891	Not signficant	0	2	1	0	0.2	3
ENSG00000197299	ENSPTRG00000007460	BLM	-0.305715453306131	0.512388528776338	0.0069	0.0393652433752402	-0.8181039820824689	More dispersed in human	10	2	0	3	4.2	0.14285714285714285
ENSG00000182511	ENSPTRG00000007462	FES	1.29524175134612	0.790606060374844	0.1165	0.19100710945757338	0.504635690971276	Not signficant	1	1	3	1	1	2.3333333333333335
ENSG00000196547	ENSPTRG00000007463	MAN2A2	0.046907720891523	0.312283901547538	0.3936	0.3542913352036166	-0.265376180656015	Not signficant	2	3	2	0	0.7142857142857143	5
ENSG00000140553	ENSPTRG00000007465	UNC45A	-0.324340212570698	-0.693507768983093	0.2437	0.27972783505093485	0.36916755641239496	Not signficant	2	0	0	1	5	0.3333333333333333
ENSG00000198901	ENSPTRG00000007467	PRC1	-0.555818609696451	0.812194173600375	0.0629	0.1372772367017221	-1.368012783296826	Not signficant	1	2	0	1	0.6	0.3333333333333333
ENSG00000184056	ENSPTRG00000007468	VPS33B	-0.680361127328327	-0.192030334496756	0.1247	0.1973616116853665	-0.488330792831571	Not signficant	1	1	1	0	1	3
ENSG00000185518	ENSPTRG00000007469	SV2B	1.85557041965708	0.893123229133132	0.0445	0.11430282680846839	0.9624471905239479	Not signficant	2	6	0	3	0.38461538461538464	0.14285714285714285
ENSG00000176463	ENSPTRG00000007471	SLCO3A1	-1.11187867864973	-0.880111620538099	0.4519	0.3798361967869549	-0.2317670581116309	Not signficant	1	0	1	1	3	1
ENSG00000173575	ENSPTRG00000007478	CHD2	-0.0952851344328294	-0.508893116025742	0.3982	0.3565314605658221	0.4136079815929127	Not signficant	0	3	2	4	0.14285714285714285	0.5555555555555556
ENSG00000140563	ENSPTRG00000007482	MCTP2	-0.0974803626369239	-0.377719371467349	0.4418	0.37540617713705504	0.28023900883042513	Not signficant	4	1	2	1	3	1.6666666666666667
ENSG00000140450	ENSPTRG00000007487	ARRDC4	2.16466543276381	1.42568262923848	0.1405	0.2104197241919368	0.7389828035253299	Not signficant	0	2	2	2	0.2	1
ENSG00000140443	ENSPTRG00000007489	IGF1R	-0.545588640915974	-0.0154333241433822	0.1924	0.2481908306390061	-0.5301553167725919	Not signficant	0	4	0	1	0.1111111111111111	0.3333333333333333
ENSG00000182253	ENSPTRG00000007493	SYNM	-0.0526011654982517	-0.140572470256627	0.7423	0.47792927916406924	0.08797130475837531	Not signficant	7	3	4	5	2.142857142857143	0.8181818181818182
ENSG00000103852	ENSPTRG00000007494	TTC23	-0.53808172587074	-0.895502061724033	0.2657	0.2924316986325413	0.357420335853293	Not signficant	2	0	0	3	5	0.14285714285714285
ENSG00000068305	ENSPTRG00000007496	MEF2A	0.324419536985151	0.127099297026667	0.4433	0.37585220616883974	0.19732023995848402	Not signficant	2	0	0	2	5	0.2
ENSG00000183060	ENSPTRG00000007497	LYSMD4	-0.778983332587483	-0.405955956416067	0.231	0.2726060528838196	-0.37302737617141596	Not signficant	6	4	6	1	1.4444444444444444	4.333333333333333
ENSG00000154237	ENSPTRG00000007510	LRRK1	0.281493830648275	-0.0877949466354961	0.3589	0.33883398226840816	0.3692887772837711	Not signficant	3	12	3	7	0.28	0.4666666666666667
